Pclass,Age,SibSp,Parch,Fare,Fare_scaled
3,18.0,0,0,9.8417,3.137148386672202
3,27.915708812260537,1,0,16.1,4.012480529547776
3,24.0,1,0,15.85,3.9812058474788765
2,2.0,1,1,26.0,5.0990195135927845
1,23.0,3,2,263.0,16.217274740226856
3,23.0,0,0,7.55,2.7477263328068173
3,27.915708812260537,0,0,8.1375,2.8526303651191824
3,24.0,0,0,8.85,2.9748949561287032
2,30.0,3,0,21.0,4.58257569495584
2,44.0,1,0,26.0,5.0990195135927845
1,33.0,1,0,90.0,9.486832980505138
3,26.0,1,0,16.1,4.012480529547776
1,25.0,1,2,151.55,12.310564568694646
1,17.0,1,0,57.0,7.54983443527075
1,58.0,0,0,26.55,5.152669211195301
1,44.0,0,1,57.9792,7.6144073965082795
2,8.0,0,2,26.25,5.123475382979799
1,29.0,0,0,211.3375,14.537451633625475
3,21.0,1,0,9.825,3.1344856037314957
2,34.0,1,1,32.5,5.70087712549569
3,24.0,0,3,19.2583,4.388427964544935
3,27.0,0,2,11.1333,3.33666000665336
3,9.0,4,2,31.275,5.592405564692174
1,2.0,1,2,151.55,12.310564568694646
2,27.0,1,0,13.8583,3.7226737702893065
2,34.0,0,1,23.0,4.795831523312719
3,36.0,1,0,17.4,4.171330722922842
1,18.0,1,0,227.525,15.083931848162136
2,27.0,1,0,21.0,4.58257569495584
3,17.0,0,0,14.4583,3.802407132330782
1,36.0,0,0,135.6333,11.646171044596588
3,22.0,0,0,7.775,2.7883686987197374
2,28.0,0,0,13.0,3.605551275463989
1,24.0,0,0,49.5042,7.035922114406896
3,27.915708812260537,0,2,7.75,2.7838821814150108
3,27.915708812260537,0,0,7.75,2.7838821814150108
3,1.0,0,2,15.7417,3.967581127084864
1,16.0,0,0,86.5,9.300537618869138
2,6.0,0,1,33.0,5.744562646538029
2,27.915708812260537,0,0,12.35,3.5142566781611158
2,18.0,0,1,23.0,4.795831523312719
3,27.915708812260537,0,0,7.8792,2.806991271806879
2,27.0,0,0,10.5,3.24037034920393
1,40.0,1,1,134.5,11.597413504743201
3,39.0,0,5,29.125,5.3967582862307255
3,28.0,1,1,14.4,3.794733192202055
3,5.0,2,1,19.2583,4.388427964544935
3,18.0,1,0,17.8,4.219004621945797
3,27.915708812260537,0,2,22.3583,4.728456407750842
3,27.915708812260537,0,0,7.75,2.7838821814150108
3,5.0,4,2,31.3875,5.6024548190949295
2,40.0,0,0,15.75,3.968626966596886
1,27.915708812260537,0,1,55.0,7.416198487095663
3,27.915708812260537,8,2,69.55,8.33966426182733
3,17.0,4,2,7.925,2.8151376520518494
1,32.0,0,0,76.2917,8.734512006975548
3,9.0,2,2,34.375,5.863019699779287
1,31.0,1,0,113.275,10.643072864544337
2,5.0,1,2,27.75,5.267826876426369
1,60.0,1,0,75.25,8.674675786448736
3,30.5,0,0,7.75,2.7838821814150108
1,15.0,0,1,211.3375,14.537451633625475
3,5.0,0,0,12.475,3.531996602489872
1,38.0,1,0,71.2833,8.442943799410251
2,34.0,0,0,10.5,3.24037034920393
3,27.915708812260537,0,0,7.7333,2.780881155317501
1,27.915708812260537,1,0,146.5208,12.104577646493908
1,27.915708812260537,1,0,89.1042,9.439502105513828
1,49.0,0,0,25.9292,5.092072269714953
2,38.0,0,0,13.0,3.605551275463989
1,35.0,1,0,90.0,9.486832980505138
3,21.0,0,0,7.75,2.7838821814150108
2,7.0,0,2,26.25,5.123475382979799
2,28.0,1,0,26.0,5.0990195135927845
3,43.0,1,6,46.9,6.848357467305573
1,35.0,1,0,52.0,7.211102550927978
3,27.915708812260537,0,0,7.75,2.7838821814150108
1,58.0,0,0,146.5208,12.104577646493908
1,50.0,0,1,247.5208,15.732793776058974
1,38.0,0,0,80.0,8.94427190999916
1,35.0,1,0,83.475,9.136465399704637
3,27.915708812260537,8,2,69.55,8.33966426182733
3,41.0,0,5,39.6875,6.299801584177076
3,10.0,0,2,24.15,4.914264950122246
1,36.0,0,2,71.0,8.426149773176359
2,24.0,0,0,13.0,3.605551275463989
3,37.0,0,0,9.5875,3.096368841078207
3,27.915708812260537,0,0,7.75,2.7838821814150108
3,22.0,0,0,10.5167,3.242946191351315
3,48.0,1,3,34.375,5.863019699779287
2,42.0,0,0,13.0,3.605551275463989
2,28.0,0,0,12.65,3.556683848755748
3,9.0,3,2,27.9,5.282045058497703
3,33.0,3,0,15.85,3.9812058474788765
3,32.0,1,1,15.5,3.9370039370059056
2,29.0,0,0,10.5,3.24037034920393
3,27.915708812260537,3,1,25.4667,5.046454200723514
1,35.0,0,0,135.6333,11.646171044596588
1,50.0,0,0,28.7125,5.358404613315422
3,27.915708812260537,1,0,15.5,3.9370039370059056
1,47.0,1,1,52.5542,7.24942756360804
1,27.915708812260537,1,0,82.1708,9.064811084628294
3,31.0,0,0,8.6833,2.946743965803612
2,4.0,1,1,23.0,4.795831523312719
1,23.0,1,0,113.275,10.643072864544337
3,27.915708812260537,0,0,7.75,2.7838821814150108
1,21.0,0,0,77.9583,8.829399753097602
2,27.915708812260537,0,0,33.0,5.744562646538029
1,43.0,0,1,211.3375,14.537451633625475
3,27.0,0,0,7.925,2.8151376520518494
3,27.915708812260537,1,2,23.45,4.8425200051213
2,55.0,0,0,16.0,4.0
3,16.0,0,0,7.75,2.7838821814150108
2,19.0,1,0,26.0,5.0990195135927845
3,27.915708812260537,0,0,7.75,2.7838821814150108
2,48.0,1,2,65.0,8.06225774829855
3,25.0,0,0,7.775,2.7883686987197374
3,27.915708812260537,0,0,7.75,2.7838821814150108
1,19.0,1,0,91.0792,9.543542319285853
3,3.0,3,1,21.075,4.590751572455212
3,18.0,0,0,6.75,2.598076211353316
1,45.0,1,1,164.8667,12.840042834819517
2,57.0,0,0,10.5,3.24037034920393
2,30.0,0,0,13.0,3.605551275463989
1,35.0,1,0,53.1,7.286974680894672
1,17.0,1,0,108.9,10.435516278555651
3,4.0,0,1,13.4167,3.662881379460711
1,22.0,0,2,49.5,7.035623639735144
1,44.0,0,0,27.7208,5.26505460560477
3,26.0,0,0,7.8542,2.8025345671373976
3,0.75,2,1,19.2583,4.388427964544935
2,25.0,0,1,26.0,5.0990195135927845
1,39.0,1,1,110.8833,10.530113959497305
3,15.0,0,0,7.225,2.6879360111431225
2,28.0,1,0,24.0,4.898979485566356
3,27.915708812260537,1,0,15.5,3.9370039370059056
3,30.0,0,0,12.475,3.531996602489872
3,27.915708812260537,0,0,7.6292,2.7621006498677776
3,25.0,1,0,7.925,2.8151376520518494
2,50.0,0,1,26.0,5.0990195135927845
3,27.915708812260537,0,0,7.7375,2.7816362091402245
2,45.0,1,1,26.25,5.123475382979799
3,45.0,0,0,7.75,2.7838821814150108
2,36.0,0,0,13.0,3.605551275463989
3,18.0,0,1,14.4542,3.8018679619366056
3,31.0,1,1,20.525,4.530452516029718
2,29.0,1,0,26.0,5.0990195135927845
3,18.0,0,1,9.35,3.057776970284131
3,19.0,0,0,7.8792,2.806991271806879
3,6.0,4,2,31.275,5.592405564692174
3,18.0,0,0,7.775,2.7883686987197374
1,27.915708812260537,1,0,52.0,7.211102550927978
3,29.0,0,4,21.075,4.590751572455212
2,26.0,1,1,26.0,5.0990195135927845
2,34.0,0,0,13.0,3.605551275463989
3,27.915708812260537,0,0,7.2292,2.688717166233741
3,1.0,1,1,11.1333,3.33666000665336
3,21.0,2,2,34.375,5.863019699779287
3,5.075355513060391,3,2,29.792239306203026,5.4560528655834055
3,27.915708812260537,1,1,23.856807115349792,4.88365744838709
3,9.729654830285364,2,2,35.68056096418917,5.965727765713309
3,41.85222133909267,1,4,29.670625496760373,5.4448694215955955
3,36.412321558892806,4,4,56.791808294734906,7.499647574150821
3,30.652241956786938,0,0,7.781727223794397,2.7895615328172525
3,2.9753201808411296,3,2,30.80475634138017,5.5491625839739545
3,24.604417379277816,0,0,8.290913924168018,2.878334865078082
3,44.07968218260335,1,4,36.64301926526821,6.00279766721538
3,28.779822503448507,0,3,21.557270408745076,4.6418759787419415
3,27.995183059587262,0,0,7.87603876469895,2.8063909515318115
3,14.299432733244268,0,0,11.806712078824336,3.401000826791398
2,20.005844011802917,5,2,94.57763549074423,9.551642864880495
3,27.68671999811352,1,0,14.65453594868865,3.8275176594655353
3,9.624354048133792,1,2,26.82647740704672,5.169005726781501
3,25.861981742998086,0,0,7.8732641049784,2.8058974820648883
3,31.683517220509188,1,1,14.968572666105011,3.8629021168726196
3,15.521585154205077,2,2,34.375,5.863019699779287
3,18.43688087443367,0,0,7.421704344441763,2.715249713551622
3,7.750470156388902,2,2,33.083819161601866,5.7503062204811695
3,24.11671974108113,0,0,8.724526278337784,2.9531236596590964
3,17.324345021005275,0,0,14.456970185413878,3.8022322550979575
3,44.02329636239461,0,0,7.974336616762487,2.822033038564536
3,30.643702161923024,0,0,8.14219554251762,2.8526578213671945
3,9.906828441545754,0,2,24.49939334420342,4.948531595988059
3,37.816396748153906,0,0,9.556885121944228,3.0914105787711668
3,13.227718553503653,3,2,32.36716062632178,5.687745598004518
3,17.998178680516396,1,0,17.99815484725001,4.242411319132937
3,29.26514383967131,0,0,8.477401350424561,2.911276080081265
3,27.915708812260537,0,1,7.841434377447409,2.8001483603348274
3,25.95371761197491,7,2,65.82054492631237,8.094111869277485
3,27.915708812260537,2,1,24.527098132054455,4.951439101241284
3,34.25936533406485,4,3,55.071764980292365,7.350677698245899
3,45.23192429601244,0,3,32.76028917267392,5.719614489718102
3,15.173530834496304,0,0,14.455304590568574,3.8020132210908155
3,14.377937238876113,0,0,12.842971553164691,3.5579051750316077
3,22.33658208434586,0,0,10.236209320010376,3.1978355696199605
3,18.437528439146142,0,0,13.441496674752344,3.6558685811870295
3,27.06916092340487,1,0,15.183763943288131,3.8952381459903878
3,24.596163828941958,0,0,8.298548458228687,2.8796534300288013
3,26.38935348265389,1,0,16.06106465173461,4.007582683853605
3,30.873042293032828,0,0,7.827742013868041,2.7977984388958346
3,18.4937521256772,0,0,8.281095928819132,2.873816677510922
3,27.915708812260537,0,0,7.665886443840954,2.7687156079296775
2,27.263476356352715,1,0,21.704937054685118,4.657369317972246
3,27.915708812260537,0,0,7.6240434649767,2.7609839424198492
3,17.002259514951056,0,0,14.458290735988701,3.802405914067215
3,27.915708812260537,0,0,7.937738549192961,2.8172031872352634
3,21.023385044167348,0,0,9.841175435050554,3.1370219593634014
3,28.36139262363624,1,2,23.661548748610322,4.859143553438843
3,14.61567756515192,1,0,14.564781142138655,3.8156546342695963
2,27.03521374408005,0,2,24.300524103468586,4.92363086081249
3,45.0,0,0,10.201381714853117,3.1561073131758643
2,27.29238083171805,1,0,22.426192959540323,4.730689572988378
2,25.83672358563175,0,0,13.684038097148619,3.6978895499916735
3,20.552216835426908,0,0,8.158602137672945,2.855227629364236
3,45.89421382185734,0,0,14.474677496520533,3.8045589155646793
2,21.55618034327636,0,0,15.036516380603032,3.8650398800129406
3,27.99318477709073,0,0,7.908267582920505,2.8121543651235834
3,15.793790596214915,1,0,15.764920770302528,3.964801563910712
3,17.21079969138713,4,2,43.86694677307524,6.609748134338991
2,36.81883853827937,0,0,13.49215060905026,3.6708011271636627
3,26.371259704266034,0,0,8.024938884819782,2.8327704987945195
3,9.0,3,2,31.326388263225986,5.596891497081377
3,23.16343288887908,6,2,60.516626378630875,7.744894660988416
3,44.08215936609692,0,0,13.540177583133957,3.669016190022784
3,15.004137187538623,0,0,14.455026784987563,3.8019766882750554
2,38.30143508793086,0,0,12.46872065752186,3.526062468825338
2,44.409813455852095,0,2,30.014759365398092,5.4773236105612515
3,27.915708812260537,0,0,7.921998029097604,2.814392055209762
3,27.915708812260537,2,1,25.18105220166783,5.0175687175190635
3,43.651917810403766,1,5,40.706780801164186,6.337803989326432
3,8.339276857303355,3,2,28.643313535533725,5.350399181504947
3,37.220596372704335,2,4,48.313297087569694,6.889016872378589
2,48.90498953860285,0,0,13.73800418455886,3.6997753098230057
3,41.60533605083308,1,5,41.45209394856673,6.410449757189946
3,21.09617655109142,0,0,7.950768550403341,2.8177937194189533
2,37.940523264489606,0,0,12.797035640070774,3.5752667664874864
2,26.761632224305597,1,1,24.986191346226818,4.9970424856018205
3,16.31212972684618,1,0,16.186492468594842,4.017841031010887
3,27.442518737913705,0,0,7.586515226170851,2.754322178066501
3,27.915708812260537,8,2,69.55,8.33966426182733
3,6.794351642277684,3,2,30.381354402437605,5.510227105427604
3,25.42447225864257,7,2,64.81452779029078,8.027874333279502
3,38.3756560785173,0,0,9.535912897055601,3.088014001722236
2,28.391568798690166,0,2,21.05218382995088,4.588264342970859
3,27.915708812260537,0,0,7.935724989101351,2.8167910547928288
3,27.915708812260537,0,0,7.6153435697740015,2.7595857922743234
3,20.982168343329434,0,0,7.787000687591421,2.7901340212692833
3,14.800369304747829,3,2,32.77342873705985,5.723210724908022
3,18.521658349660818,0,0,8.006485892661988,2.8287564876042
3,18.007492600484152,0,0,7.778324841464842,2.7889487902044157
3,9.414967784534475,2,2,34.375,5.863019699779287
2,41.20853273196451,0,2,27.74466704252218,5.265245121241559
1,4.699364106645188,1,2,151.55,12.310564568694646
3,20.37741421668276,0,0,9.827358838854266,3.1348617562111145
1,25.81310766024004,2,2,128.6825490874411,11.203194229109847
3,45.59928434005446,0,0,14.467923611387247,3.803671385602958
3,17.846661142238307,0,0,17.287587539017746,4.1551240387418416
3,5.568972875634278,3,1,29.80950777715654,5.448492218064393
3,27.915708812260537,3,1,25.4667,5.046454200723514
2,22.22445980247808,0,0,10.795400513746909,3.2836413241300546
3,37.447214653697465,0,0,9.570729450486345,3.09365275044507
2,38.19309501733716,0,0,13.464232604181415,3.6628541609877483
3,30.71204390668366,1,0,15.628795609331634,3.9532056932170816
2,37.33101174528577,0,0,10.717077580787695,3.264914207353103
3,19.742059864309365,0,0,7.760482834464089,2.7857634381440395
1,49.255434466876515,0,1,30.82055116565587,5.546264113752983
3,28.935087219216673,1,0,10.701714790627209,3.268572725582851
3,18.0,0,0,14.547582767632996,3.8134762243808202
3,20.0,0,0,9.494941866867695,3.080179166353424
3,27.915708812260537,8,2,69.55,8.33966426182733
3,19.45684126075868,0,0,7.235613753586227,2.688306145913706
3,16.690544857917484,0,0,8.737954300997295,2.9513894262355023
3,44.96674477566492,0,4,27.906789608301743,5.282680860851446
3,42.29629898929062,0,5,43.772928633660186,6.5929845145887525
2,27.844930951666427,0,0,14.431940697239485,3.7988488911380696
3,9.506106284816566,1,2,27.66899272068197,5.249194337668966
3,2.7152908368853153,4,2,31.275,5.592405564692174
3,26.70204748004379,1,0,15.49836819635032,3.935495186996472
3,28.960590890504616,1,0,14.72479756613198,3.836840962469077
3,27.93923111749599,0,0,7.646498974193614,2.7650895305040253
3,24.244946120073063,7,2,62.57242306454338,7.880251109812109
3,5.202218386115705,3,2,29.731073278122786,5.450428119083586
3,27.915708812260537,0,0,7.648237184632248,2.765485576683111
3,21.0,0,0,9.070390182735732,3.0069825750825947
3,27.915708812260537,0,0,7.924769090697208,2.8148293823609962
2,38.82025830487891,0,0,11.554294737650917,3.389248142879693
